p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,Y_type
"
                                    博利莱 迷你风扇电池款 充电头直连usb小风扇涡轮无叶小空调扇 台式 学生办公室 创意 双风口涡轮风扇蓝色                ",景轩礼品专营店,10239604679,89.00,49.00,1500,90,1400,60,90,博利莱,物美价廉 外观漂亮 值得推荐 创意不错 包装不错 服务不错 发货快 还可以 送的礼物 给朋友买 风很柔和 质量不错 风力很大 风扇不错 造型美观,"博利莱 迷你风扇电池款 充电头直连usb小风扇涡轮无叶小空调扇 台式 学生办公室 创意 双风口涡轮风扇蓝色,10239604679, ,0.6kg,涡轮小风扇,无定时,无极变速,正常风,无叶,无,机械式,USB风扇",none
"
                                    【京东配送】远东FD-6  16寸楼顶扇 吊扇 节能静音宿舍吊顶电风扇 360度旋转吸顶扇 古典绿                ",远东电器旗舰店,10729276613,699.00,399.00,3,100,3,0,0,远东,使用方便 安装方便 风扇不错 使用方便 安装方便 风扇不错,"【京东配送】远东FD-6  16寸楼顶扇 吊扇 节能静音宿舍吊顶电风扇 360度旋转吸顶扇 古典绿,10729276613, ,6.5kg,无定时,无极变速,正常风,3片,3级,机械式,吊扇",none
"
                                    艾美特壁扇 家用挂壁扇16寸80度摆头工程扇工业风扇白色挂壁扇 白色                ",吉航礼品专营店,12005596750,399.00,399.00,1,100,1,0,0,艾美特,睡眠风不错 广角送风 适合宝宝 质量不错 使用方便,"艾美特壁扇 家用挂壁扇16寸80度摆头工程扇工业风扇白色挂壁扇 白色,12005596750, ,4.3kg,FW4035T2,2-8小时,三档调节,正常风、自然风,5片,1级,遥控式,壁扇",none
"
                                    海尔（Haier）FSY4068 7叶智能遥控电风扇 落地扇                ",海尔生活电器旗舰店,12191599356,419.00,399.00,10,70,7,1,2,海尔（Haier）,风很柔和 风扇不错 风很柔和 风扇不错,"海尔（Haier）FSY4068 7叶智能遥控电风扇 落地扇,12191599356, ,17.5kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",none
"
                                    格力（GREE)电风扇/直流变频遥控落地扇/7叶电扇 FDZ-40X65Bg7 粉蓝色                ",格力众新专营店,12203117192,499.00,399.00,8,87,7,1,0,格力（GREE）,安装方便 颜色漂亮 电机好 噪音很小 风扇不错 遥控方便 扇网坚固 遥控方便 颜色漂亮 电机好 扇网坚固 安装方便 安装方便 颜色漂亮 电机好 噪音很小 风扇不错,"格力（GREE)电风扇/直流变频遥控落地扇/7叶电扇 FDZ-40X65Bg7 粉蓝色,12203117192, ,8.0kg,中国大陆,FDZ-40X65Bg7,2-8小时,五档以上,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",none
"
                                    涡轮空气对流扇家用办公室电风扇节能静音落地扇循环扇 黑色                ",微智礼品专营店,12875360245,999.00,399.00,0,100,0,0,0,水田,,"涡轮空气对流扇家用办公室电风扇节能静音落地扇循环扇 黑色,12875360245, ,5.0kg,中国大陆,FSQQ,无定时,三档调节,正常风、自然风、睡眠风,无叶,3级,遥控式,空气循环扇",none
"
                                    SEEDEN西点空气循环扇KF-5060电风扇遥控家用定时节能扇 白色                ",佰家净电器专营店,13297238712,469.00,399.00,20,100,20,0,0,SEEDEN,,"SEEDEN西点空气循环扇KF-5060电风扇遥控家用定时节能扇 白色,13297238712, ,2.2kg,中国大陆,KF-5060,2-8小时,五档以上,正常风、自然风、睡眠风,3片,1级,遥控式,落地扇",none
"
                                    GREE/格力 FDZ-4038BaG7 家用遥控直流变频落地扇节能办公宿舍静音电风扇                ",格力小家电专营店,13467620258,1099.00,399.00,1,100,1,0,0,格力（GREE）,颜色漂亮 安装方便 风扇不错 风很柔和 底座很稳 颜色漂亮 安装方便 风扇不错 风很柔和 底座很稳,"GREE/格力 FDZ-4038BaG7 家用遥控直流变频落地扇节能办公宿舍静音电风扇,13467620258, ,7.2kg,中国大陆,FDZ-4038BaG7 ,8小时以上,五档以上,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",none
"
                                    艾美特(Airmate)电风扇FS4086RI-W 落地扇 家用电扇宿舍 遥控风扇 黑色                ",台企名品馆—家电专营店,13647946915,798.00,399.00,0,100,0,0,0,艾美特,,"艾美特(Airmate)电风扇FS4086RI-W 落地扇 家用电扇宿舍 遥控风扇 黑色,13647946915, ,9.45kg,8小时以上,五档调节,正常风,7片及以上,1级,遥控式,落地扇",none
"
                                    艾美特(Airmate) 遥控落地扇 FS4088R 电风扇                ",艾美特子云专卖店,16836721971,1199.00,399.00,1,100,1,0,0,艾美特（AIRMATE）,,"艾美特(Airmate) 遥控落地扇 FS4088R 电风扇,16836721971, ,11.5kg,中国大陆,FS4088R,8小时以上,五档以上,正常风,5片,1级,遥控式,落地扇",none
"
                                    微狼美式创意五叶吊扇 52寸家用客厅餐厅装饰吊扇 可调速拉绳复古木叶吊扇                ",韩恩奢侈品专营店,13641845058,498.00,398.00,1,100,1,0,0,微狼（WEIWOLF）,,"微狼美式创意五叶吊扇 52寸家用客厅餐厅装饰吊扇 可调速拉绳复古木叶吊扇,13641845058, ,3.87kg,无定时,三档调节,正常风,5片,无,机械式,欧式仿古扇",none
"
                                    艾美特（AIRMATE）电风扇家用落地风扇直流变频遥控台立扇 节能省电S35122                ",艾美特华安专卖店,14436194462,3980.00,398.00,4,75,3,0,1,艾美特（AIRMATE）,,"艾美特（AIRMATE）电风扇家用落地风扇直流变频遥控台立扇 节能省电S35122,14436194462, ,6.9kg,S35122R,2-8小时,五档调节,正常风,7片及以上,1级,遥控式,落地扇",none
"
                                    中联大扇叶强风力小吊扇 小型客厅家用厨房微风扇大风力吊扇FD10-105 风扇                ",佳豪专营店,10212307851,199.00,99.00,100,86,90,6,10,中联（ZOLEE）,风扇不错 安装方便 风很柔和 声音小 风很柔和 风扇不错 安装方便 声音小,"中联大扇叶强风力小吊扇 小型客厅家用厨房微风扇大风力吊扇FD10-105 风扇,10212307851, ,1.5kg,FD10-105,无定时,无极变速,正常风,3片,1级,机械式,吊扇",none
"
                                    日本IRIS/爱丽思空气循环扇电风扇家用台式对流扇静音摇头台扇PCF-M15C 白色                ",苍狼专营店,13932209085,250.00,198.00,4,100,4,0,0,IRIS OHYAMA,质量不错 底座很稳 噪音很小 风力很大 造型美观,"日本IRIS/爱丽思空气循环扇电风扇家用台式对流扇静音摇头台扇PCF-M15C 白色,13932209085, ,2.3kg,中国大陆,PCF-M15C ,无定时,三档调节,正常风,3片,无,机械式,台扇，空气循环扇",none
"
                                    【京东配送】远东KYT25-C5 10寸电风扇/六叶台式转页扇 绿色                ",远东电器旗舰店,1594100087,130.00,79.00,90,88,70,8,3,远东,风很柔和 造型美观 风很柔和 造型美观,"【京东配送】远东KYT25-C5 10寸电风扇/六叶台式转页扇 绿色,1594100087, ,2.2kg,中国大陆,KYT25-C5,2小时以下,三档调节,正常风,6片,3级,机械式,落地扇，转页扇",none
"
                                    中联FD11-50迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍床头蚊帐 白色                ",网赢电器专营店,11866317573,99.00,36.00,100,89,100,7,8,中联（ZOLEE）,风很柔和 底座很稳 安全节能 质量不错 噪音很小 电机好 使用方便 扇网坚固 风力很大 颜色漂亮 噪音很小 质量不错 底座很稳 安全节能 风很柔和,"中联FD11-50迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍床头蚊帐 白色,11866317573, ,500.00g,无定时,二档调节,正常风,3片,无,机械式,转页扇，台扇，风扇伴侣",none
"
                                    美伯朗（MBOLG）转页电风扇创意卡通静音便携台式宿舍米奇迷你儿童小风扇 M-03粉色款                ",美伯朗旗舰店,11988747453,189.00,39.00,40,96,40,1,1,美伯朗（MBOLG）,风力很大,"美伯朗（MBOLG）转页电风扇创意卡通静音便携台式宿舍米奇迷你儿童小风扇 M-03粉色款,11988747453, ,1.5kg,无定时,二档调节,正常风、自然风,3片,1级,机械式,台扇",none
"
                                    先锋（Singfun）大风量静音定时电风扇/落地扇 办公室家用电扇风扇（遥控或机械可选） DD1219遥控款三叶                ",先锋乐聪专卖店,11488729869,299.00,149.00,100,95,100,3,2,先锋（SINGFUN）,睡眠风不错 质量不错 使用方便 电机好 安装方便 风扇不错 遥控方便 底座很稳 远程遥控 风很柔和 安装方便 睡眠风不错 风扇不错 使用方便 睡眠风不错 质量不错 睡眠风不错 使用方便 遥控方便,"先锋（Singfun）大风量静音定时电风扇/落地扇 办公室家用电扇风扇（遥控或机械可选） DD1219遥控款三叶,11488729869, ,6.4kg,中国大陆,先锋电风扇,2-8小时,三档调节,正常风,5片,2级,机械式,落地扇",none
"
                                    中联USB风扇ZLU02-100手持迷你小风扇可充电三挡调节随身电风扇大风力便携 草绿色                ",中联生活电器旗舰店,12375507252,99.00,29.80,300,93,200,10,10,中联（ZOLEE）,使用方便 风力很大 颜色漂亮 质量不错 睡眠风不错 噪音很小 风扇不错 造型美观 风很柔和 安全节能 颜色漂亮,"中联USB风扇ZLU02-100手持迷你小风扇可充电三挡调节随身电风扇大风力便携 草绿色,12375507252, ,240.00g,中国大陆,ZLU02-100,无定时,三档调节,正常风、自然风,4片,无,机械式,USB风扇",none
"
                                    爱丽思（IRIS）空气循环扇CFA-187C静音节能家用电风扇台式涡轮对流扇摇头 白色                ",穆勒专营店,10466381309,298.00,189.00,10,94,10,1,0,IRIS OHYAMA,安装方便 风力很大 颜色漂亮 风力很大 安装方便 颜色漂亮,"爱丽思（IRIS）空气循环扇CFA-187C静音节能家用电风扇台式涡轮对流扇摇头 白色,10466381309, ,2.5kg,无定时,三档调节,正常风,3片,1级,机械式,空气循环扇",none
"
                                    TCL 18寸壁扇/工业璧扇/风扇/电风扇 FW-45-CT1806RC                ",盛世昌业专营店,12818072891,379.00,189.00,3,100,3,0,0,TCL,安装方便 远程遥控 质量不错 安装方便 远程遥控 质量不错,"TCL 18寸壁扇/工业璧扇/风扇/电风扇 FW-45-CT1806RC,12818072891, ,4.0kg,中国大陆,FW-45-CT1806RC,2-8小时,三档调节,正常风、自然风、睡眠风,4片,1级,遥控式,壁扇",none
"
                                    中联ZLU04-100迷你微风扇电风扇小风扇小电扇手持USB充电无线静音学生宿舍车载 绿色标配                ",网赢电器专营店,12577146216,49.00,29.00,200,88,200,10,20,中联（ZOLEE）,造型美观 使用方便 噪音很小,"中联ZLU04-100迷你微风扇电风扇小风扇小电扇手持USB充电无线静音学生宿舍车载 绿色标配,12577146216, ,200.00g,无定时,三档调节,正常风、自然风,4片,无,机械式,转页扇，台扇，空气循环扇，USB风扇，风扇伴侣",none
"
                                    【今日抢购】日本爱丽思电风扇家用台扇空气空调循环扇风扇节能转页扇迷你小电风扇省电台扇 C15TC（上下左右摇头带遥控）                ",百格专营店,14495844060,699.00,375.00,50,94,50,1,2,爱丽思欧雅玛（IRIS OHYAMA）,,"【今日抢购】日本爱丽思电风扇家用台扇空气空调循环扇风扇节能转页扇迷你小电风扇省电台扇 C15TC（上下左右摇头带遥控）,14495844060, ,2.5kg,M18C,无定时,三档调节,正常风,3片,1级,机械式,转页扇，台扇，空气循环扇，风扇伴侣",none
"
                                    祥阳系列科维风FS-55 68 78壁挂电风扇落地扇 大风量工业牛角金属扇机械版商务扇 750MM/30英寸壁扇                ",祥阳电器专营店,11989409029,999.00,368.00,1,100,1,0,0,祥阳,,"祥阳系列科维风FS-55 68 78壁挂电风扇落地扇 大风量工业牛角金属扇机械版商务扇 750MM/30英寸壁扇,11989409029, ,12.0kg,中国大陆,FS-50  65 70CM,无定时,三档调节,正常风,3片,无,机械式,落地扇，工业扇，壁扇",none
"
                                    XKLBF小恐龙无叶风扇电风扇 家用落地扇静音 白色                ",家居就建材家居旗舰店,12854540093,368.00,368.00,2,100,2,0,0,XKLBF,安装方便 风很柔和 使用方便 安装方便,"XKLBF小恐龙无叶风扇电风扇 家用落地扇静音 白色,12854540093, ,2.9kg,2-8小时,四档调节,正常风、自然风,无叶,无,遥控式,台扇",none
"
                                    居优乐MB-03 大号7寸usb风扇 电风扇 小风扇 迷你风扇 小电扇 塑料 USB电风扇 果蓝色                ",斌俊专营店,10170838794,69.00,26.00,1500,93,1300,40,60,居优乐,使用方便 噪音很小 风很柔和 质量不错 风扇不错 造型美观 底座很稳 安装方便 安全节能 风力很大 电机好 风很柔和 造型美观 噪音很小 适合宝宝 使用方便 睡眠风不错 安装方便 风力很大 造型美观 噪音很小 风很柔和 使用方便 安装方便 底座很稳 扇网坚固 使用方便 风很柔和 噪音很小 风很柔和 造型美观 安全节能 适合宝宝 安装方便 颜色漂亮,"居优乐MB-03 大号7寸usb风扇 电风扇 小风扇 迷你风扇 小电扇 塑料 USB电风扇 果蓝色,10170838794, ,300.00g,无定时,二档调节,正常风,3片,1级,机械式,台扇",none
"
                                    格力(GREE)遥控电风扇7叶家用静音智能落地扇 FD-4042Bg7-WG 白色                ",格力鼎格专卖店,11643921495,399.00,369.00,5,100,5,0,0,格力（GREE）,,"格力(GREE)遥控电风扇7叶家用静音智能落地扇 FD-4042Bg7-WG 白色,11643921495, ,7.98kg,中国大陆,FD-4042Bg7-WG,2-8小时,四档调节,正常风,7片及以上,1级,遥控式,落地扇",none
"
                                    祥阳XY-404金属落地扇仿古扇  豪华欧式复古电风扇  家用办公装饰古铜扇                ",祥阳电器专营店,1309846540,788.00,359.00,9,89,8,0,1,祥阳,风扇不错 使用方便 风很柔和 风力很大 安装方便 质量不错,"祥阳XY-404金属落地扇仿古扇  豪华欧式复古电风扇  家用办公装饰古铜扇,1309846540, ,9.0kg,中国大陆,XY-404,无定时,三档调节,正常风,4片,3级,机械式,落地扇",none
"
                                    奥克斯（AUX）吊扇/电风扇/小吊扇/蚊帐扇/宿舍吊扇/家用吊扇                ",盛世昌业专营店,11285924054,399.00,39.90,40,80,30,5,4,奥克斯（AUX）,扇网坚固 扇网坚固,"奥克斯（AUX）吊扇/电风扇/小吊扇/蚊帐扇/宿舍吊扇/家用吊扇,11285924054, ,0.52kg,FC-16A1,无定时,二档调节,正常风,6片,1级,机械式,吊扇",none
"
                                    艾美特(Airmate) 智能遥控落地扇FS40105QR 驱蚊风扇智能预约定时                ",艾美特子云专卖店,11768106837,938.00,359.00,10,91,10,1,0,艾美特（AIRMATE）,,"艾美特(Airmate) 智能遥控落地扇FS40105QR 驱蚊风扇智能预约定时,11768106837, ,7.35kg,中国大陆,FS40105QR,2-8小时,三档调节,正常风、自然风、睡眠风,5片,无,遥控式,落地扇",none
"
                                    格力(GREE)电风扇 落地扇/ 五叶FD-4009-WG （白色）                ",北京格力生活电器专营店,11768986619,189.00,179.00,2,100,2,0,0,格力（GREE）,,"格力(GREE)电风扇 落地扇/ 五叶FD-4009-WG （白色）,11768986619, ,8.54kg,中国大陆,FD-4009-WG,2小时以下,三档调节,正常风,5片,1级,机械式,落地扇",none
"
                                    沃牧 电风扇家用塔扇落地扇摇头静音大厦扇台式扇无叶风扇台扇立式风扇 机械款 遥控款                ",沃沐个护专营店,15694302257,288.00,189.00,3,100,3,0,0,沃牧（/）,质量不错 风扇不错 远程遥控 造型美观 质量不错 风扇不错 远程遥控 造型美观,"沃牧 电风扇家用塔扇落地扇摇头静音大厦扇台式扇无叶风扇台扇立式风扇 机械款 遥控款,15694302257, ,3.8kg,中国大陆,2小时以下,三档调节,正常风,无叶,1级,遥控式,塔扇",none
"
                                    大松（TOSOT）电风扇楼顶扇FSLD-40工程扇                ",大松旗舰店,10325958813,258.00,178.00,7,100,7,0,0,大松（TOSOT）,风扇不错 安装方便 遥控方便 风很柔和 造型美观 风扇不错 遥控方便 安装方便 风扇不错 风扇不错 风很柔和 造型美观,"大松（TOSOT）电风扇楼顶扇FSLD-40工程扇,10325958813, ,8.0kg,FSLD-40,无定时,三档调节,正常风,3片,1级,工业扇",none
"
                                    大松（TOSOT)格力 FB-4001-WG线控工程家用摇头挂壁扇餐厅办公宿舍静音电风扇                ",大松旗舰店,10325989841,258.00,178.00,20,90,20,1,1,大松（TOSOT）,,"大松（TOSOT)格力 FB-4001-WG线控工程家用摇头挂壁扇餐厅办公宿舍静音电风扇,10325989841, ,3.5kg,FB-4001-WG,无定时,三档调节,正常风,3片,1级,遥控式,壁扇",none
"
                                    凌耀（LINGYAO）LL-5商用家用壁扇 壁挂摇头电风扇 学生宿舍节能静音电扇                ",凌耀生活电器旗舰店,11151388501,199.00,89.00,100,95,100,3,5,凌耀（LINGYAO）,噪音很小 风扇不错 安全节能 扇网坚固 风力很大 质量不错 安装方便 使用方便 底座很稳 风很柔和 睡眠风不错 扇网坚固 噪音很小 质量不错 安全节能,"凌耀（LINGYAO）LL-5商用家用壁扇 壁挂摇头电风扇 学生宿舍节能静音电扇,11151388501, ,3.0kg,中国大陆,LL-5,无定时,三档调节,正常风、自然风,5片,1级,机械式,壁扇",none
"
                                    居优乐MB-03 7寸大号usb风扇 静音迷你风扇 办公室小电风扇随身电脑小型台扇 果蓝色                ",品桂专营店,10202517807,98.00,29.00,800,94,800,20,30,居优乐,噪音很小 风扇不错 风很柔和 使用方便 造型美观 颜色漂亮 风力很大 底座很稳 安全节能 质量不错 风扇不错 适合宝宝 使用方便 质量不错,"居优乐MB-03 7寸大号usb风扇 静音迷你风扇 办公室小电风扇随身电脑小型台扇 果蓝色,10202517807, ,300.00g,无定时,二档调节,正常风,3片,1级,机械式,USB风扇",none
"
                                    钻石牌（DIAMOND）FS-40ⅡC 16寸落地扇/电风扇 家庭用机械款                ",钻石生活电器旗舰店,10359849102,299.00,179.00,100,89,100,10,3,钻石（DIAMOND）,电机好 风扇不错 风力很大 质量不错 扇网坚固 风很柔和 安装方便 广角送风 睡眠风不错 底座很稳 造型美观 使用方便 广角送风 扇网坚固 安全节能,"钻石牌（DIAMOND）FS-40ⅡC 16寸落地扇/电风扇 家庭用机械款,10359849102, ,8.3kg,中国大陆,6937710400933,2小时以下,三档调节,正常风,3片,2级,机械式,落地扇",none
"
                                    中联ZLU04-150迷你微风扇电风扇小风扇小电扇台式夹扇USB电脑办公学生宿舍 风扇标配                ",网赢电器专营店,12208264586,96.00,38.80,60,88,60,4,4,中联（ZOLEE）,风很柔和 扇网坚固 风扇不错 使用方便 广角送风 安全节能,"中联ZLU04-150迷你微风扇电风扇小风扇小电扇台式夹扇USB电脑办公学生宿舍 风扇标配,12208264586, ,500.00g,无定时,二档调节,正常风,4片,1级,机械式,转页扇，台扇，吊扇，USB风扇，风扇伴侣",none
"
                                    凌耀（LINGYAO）LL-8米奇卡通台式小电风扇办公室台扇学生风扇宿舍迷你节能电扇转页扇 蓝色                ",凌耀生活电器旗舰店,12005055164,99.00,49.00,800,96,700,10,10,凌耀（LINGYAO）,风扇不错 风力很大 质量不错 造型美观 睡眠风不错 噪音很小 安装方便 安全节能 风很柔和 颜色漂亮,"凌耀（LINGYAO）LL-8米奇卡通台式小电风扇办公室台扇学生风扇宿舍迷你节能电扇转页扇 蓝色,12005055164, ,1.3kg,中国大陆,LL-8,无定时,二档调节,正常风,3片,1级,机械式,台扇",none
"
                                    中联FF01-33迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍床头蚊帐 单风扇                ",网赢电器专营店,10248356840,266.00,38.00,400,93,400,10,10,中联（ZOLEE）,噪音很小 颜色漂亮 风扇不错 质量不错 风很柔和 造型美观 睡眠风不错 风力很大 电机好 安装方便 造型美观,"中联FF01-33迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍床头蚊帐 单风扇,10248356840, ,0.7kg,中国大陆,无定时,二档调节,正常风,5片,无,机械式,转页扇，台扇，风扇伴侣",none
"
                                    格力（GREE)电风扇 7七叶 家用遥控落地扇 风扇 电扇FS-3005Bg7-WG                ",格力傲信专卖店,11971882047,599.00,339.00,10,93,10,0,1,格力（GREE）,遥控方便 安装方便 遥控方便 安装方便,"格力（GREE)电风扇 7七叶 家用遥控落地扇 风扇 电扇FS-3005Bg7-WG,11971882047, ,8.0kg,中国大陆,FS-3005Bg7-WG,8小时以上,四档调节,正常风、自然风、睡眠风,7片及以上,3级,遥控式,落地扇",none
"
                                    台湾Kolin歌林9寸3D电风扇台式涡轮风扇对流空气循环扇节能换气扇 ALM5002 灰色                ",梦熬专营店,12656050991,398.00,169.50,20,100,20,0,0,歌林,风力很大 风力很大,"台湾Kolin歌林9寸3D电风扇台式涡轮风扇对流空气循环扇节能换气扇 ALM5002 灰色,12656050991, ,3.5kg,无定时,三档调节,正常风、自然风、睡眠风,3片,1级,机械式,空气循环扇",none
"
                                    威力（WEILI）电风扇 家用塔扇 遥控长定时落地扇大厦立式负离子风扇 FT-1885R                ",威力官方旗舰店,14713461024,400.00,339.00,0,100,0,0,0,威力（WEILI）,,"威力（WEILI）电风扇 家用塔扇 遥控长定时落地扇大厦立式负离子风扇 FT-1885R,14713461024, ,5.0kg,8小时以上,三档调节,正常风,7片及以上,3级,遥控式,塔扇",none
"
                                    艾美特(Airmate)电风扇 吊扇FZ5611 吸顶扇 纯铜电机1.4米56吋 家用 白色                ",台企名品馆—家电专营店,13679196442,338.00,169.00,10,70,7,1,2,艾美特,,"艾美特(Airmate)电风扇 吊扇FZ5611 吸顶扇 纯铜电机1.4米56吋 家用 白色,13679196442, ,5.0kg,无定时,五档调节,正常风,3片,3级,机械式,吊扇",none
"
                                    创意充电风扇办公桌面台扇床头学生手持便携迷你3叶风扇电脑usb静音喷雾小风扇 萌镜喷雾风扇-粉色                ",励果乐享礼品专营店,10430749099,199.00,59.00,1500,97,1400,20,10,励果乐享,使用方便 电机好 风扇不错 包装不错 封面很漂亮 送的礼物 还可以,"创意充电风扇办公桌面台扇床头学生手持便携迷你3叶风扇电脑usb静音喷雾小风扇 萌镜喷雾风扇-粉色,10430749099, ,100.00g,无定时,二档调节,正常风,3片,无,机械式,USB风扇",none
"
                                    艾美特（AIRMATE）直流风扇公主转页扇FB2554M/电风扇 10吋25厘米电扇风扇 浅蓝色                ",艾美特华安专卖店,10287863688,3790.00,329.00,5,80,4,1,0,艾美特（AIRMATE）,安装方便 风很柔和 使用方便 风力很大 使用方便 风力很大 安装方便 风很柔和,"艾美特（AIRMATE）直流风扇公主转页扇FB2554M/电风扇 10吋25厘米电扇风扇 浅蓝色,10287863688, ,4.38kg,FB2554M,2-8小时,五档以上,正常风,5片,1级,遥控式,转页扇",none
"
                                    霍尼韦尔 空气循环扇 HT-904-AP3C  家用循环扇 配合空调使用（HJ）                ",家居就建材家居旗舰店,12079340032,550.00,328.00,2,100,2,0,0,霍尼韦尔（Honeywell）,,"霍尼韦尔 空气循环扇 HT-904-AP3C  家用循环扇 配合空调使用（HJ）,12079340032, ,1.55kg,无定时,三档调节,正常风、自然风,7片及以上,1级,机械式,空气循环扇",none
"
                                    澳柯玛电风扇台式KYT-30ND02家用静音定时办公宿舍学生台扇台立转页扇                ",澳柯玛小家电旗舰店,13188949539,199.00,109.00,10,92,10,0,1,澳柯玛（AUCMA）,使用方便 安全节能 风很柔和 风扇不错 造型美观 适合宝宝 噪音很小 使用方便 安全节能 风很柔和 风扇不错 做工一般般,"澳柯玛电风扇台式KYT-30ND02家用静音定时办公宿舍学生台扇台立转页扇,13188949539, ,2.9kg,2-8小时,三档调节,正常风,6片,2级,机械式,转页扇",none
"
                                    网易严选 网易智造小旋风风扇 USB充电可调角度迷你强劲电风扇3档可调 磨砂白                ",网易旗舰店,13645838737,138.00,69.00,10,100,10,0,0,網易（NETEASE www.163.com）,遥控方便 扇网坚固 使用方便 扇网坚固 使用方便 遥控方便,"网易严选 网易智造小旋风风扇 USB充电可调角度迷你强劲电风扇3档可调 磨砂白,13645838737, ,160.00g,中国大陆,1223001,无定时,三档调节,正常风,5片,无,机械式,USB风扇",none
"
                                    华生电风扇台扇20寸趴地扇工业台地扇FS-50商用家用 20寸趴地扇FS-45                ",今旺腾腾专营店,10900196055,359.00,319.00,20,86,10,1,2,华生（Wahson）,风力很大 电机好 广角送风 质量不错 电机好 风力很大 安装方便 安全节能,"华生电风扇台扇20寸趴地扇工业台地扇FS-50商用家用 20寸趴地扇FS-45,10900196055, ,6.5kg,无定时,三档调节,正常风,3片,2级,机械式,工业扇",none
"
                                    钻石牌（DIAMOND）五叶遥控落地扇/电风扇FSY-40C 一键智能 触摸面板 黑色                ",钻石生活电器旗舰店,12202958114,459.00,339.00,6,100,6,0,0,钻石（DIAMOND）,,"钻石牌（DIAMOND）五叶遥控落地扇/电风扇FSY-40C 一键智能 触摸面板 黑色,12202958114, ,7.5kg,中国大陆,8小时以上,五档以上,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",none
"
                                    艾美特(Airmate) 智能遥控落地扇FS4085R 家用风扇                ",艾美特子云专卖店,16839155513,999.00,319.00,0,100,0,0,0,艾美特（AIRMATE）,,"艾美特(Airmate) 智能遥控落地扇FS4085R 家用风扇,16839155513, ,8.7kg,中国大陆,FS4085R,8小时以上,五档以上,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",none
"
                                    凯迪 电风扇台式工业扇强风爬地扇厂房工业用趴地扇电风扇 12寸                ",凯迪电器旗舰店,11778125009,350.00,159.00,50,96,50,2,0,凯迪电器,,"凯迪 电风扇台式工业扇强风爬地扇厂房工业用趴地扇电风扇 12寸,11778125009, ,3.5kg,中国大陆,工业爬地扇,无定时,三档调节,正常风,3片,3级,机械式,工业扇",none
"
                                    风扇无叶风扇台式空调风扇迷你风扇小电扇大风力凉爽夏天礼物送母亲爱人朋友 浅蓝色                ",吉礼宏邦礼品专营店,10136312541,139.00,79.00,80,85,70,5,8,品优之家,底座很稳 使用方便 风扇不错 造型美观 安装方便 风很柔和 安全节能 风力很大 质量不错,"风扇无叶风扇台式空调风扇迷你风扇小电扇大风力凉爽夏天礼物送母亲爱人朋友 浅蓝色,10136312541, ,2.5kg,中国大陆,88115,无定时,三档调节,正常风、自然风,无叶,2级,机械式,台扇",none
"
                                    帕琪丝LS-6家用台式风扇 学生家用静音摇头小电风扇大转页扇 台扇16寸                ",蓝夫佳家电专营店,10184018849,179.00,79.00,100,84,90,8,10,帕琪丝（PATCHES）,安装方便 风很柔和 颜色漂亮 适合宝宝 风力很大 风扇不错 使用方便 电机好 噪音很小 安装方便,"帕琪丝LS-6家用台式风扇 学生家用静音摇头小电风扇大转页扇 台扇16寸,10184018849, ,5.0kg,YC1660094477,2小时以下,三档调节,正常风,4片,3级,机械式,台扇",none
"
                                    爱丽思（IRIS）空气循环扇PCF-HD15NC家用台式静音涡轮智能电风扇 白色                ",穆勒专营店,10466241368,178.00,105.00,50,96,50,1,1,IRIS OHYAMA,使用方便 安装方便 电机好 噪音很小 广角送风 质量不错 扇网坚固 睡眠风不错 风很柔和 风扇不错 风扇不错 安装方便 电机好 风很柔和 睡眠风不错,"爱丽思（IRIS）空气循环扇PCF-HD15NC家用台式静音涡轮智能电风扇 白色,10466241368, ,1.6kg,无定时,三档调节,正常风,3片,1级,机械式,空气循环扇",none
"
                                    中联 FG11-42吊扇 迷你微风扇静音小吊扇学生宿舍蚊帐小风扇省电电风扇 风扇                ",佳豪专营店,10212459400,99.00,29.00,1000,93,900,40,30,中联（ZOLEE）,噪音很小 质量不错 造型美观 风很柔和 使用方便 颜色漂亮 风扇不错 睡眠风不错 电机好 扇网坚固 质量不错,"中联 FG11-42吊扇 迷你微风扇静音小吊扇学生宿舍蚊帐小风扇省电电风扇 风扇,10212459400, ,400.00g,FG11-42JH,无定时,无极变速,正常风,5片,1级,机械式,吊扇",none
