creationTime,content_1,days,isMobile,nickname,productSize,referenceName,referenceTime,score,userClient,userLevel,userProvince
2017/4/23 10:55,"""服务非常好，人也很敬业！",5,TRUE,"""我***牛""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/4/18 23:58,5,"""来自京东iPhone客户端""","""金牌会员""",""""""
2017/4/22 3:48,"""不错喜欢 安装收费不理想",4,TRUE,"""j***3""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/4/18 5:35,5,"""来自京东Android客户端""","""金牌会员""",""""""
2017/4/22 3:50,"""质量好，够静音，而且安装师傅态度好！",2,TRUE,"""l***7""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/1/16 10:47,5,"""来自京东iPhone客户端""","""金牌会员""","""广东"""
2017/3/13 0:27,"""用过再来追加评价",62,TRUE,"""马***电""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/1/10 3:15,5,"""来自京东iPhone客户端""","""钻石会员""","""江西"""
2017/3/13 0:27,"""家里第三台格力，第一台之前评论说了&hellip;用了11年还没加氟还没坏就卖了，心疼。这次买了俩。质量绝对放心，售后安装超给力，房间空间小特别难装，师傅很耐心，费了好一番功夫，超满意！",3,TRUE,"""把***破""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/11 10:25,5,"""来自京东Android客户端""","""钻石会员""",""""""
2017/3/14 21:05,"""这款金色的很不错，只要下载APP还可以用手机开关控制，特别是夏天这个功能就非常好了，可以在到家前提起开机回来就享受清凉的感觉！",9,TRUE,"""j***d""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/1/5 14:16,5,"""来自京东iPhone客户端""","""金牌会员""","""江苏"""
2017/1/14 10:16,"""送货很及时，安装时又买了铜管和架子，买的大一匹感觉够用了。第一次送暖风大概5分钟左右，。。。空调运行时也有声音，不知道算不算静音？",6,TRUE,"""左***0""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/1/2 20:47,5,"""来自京东Android客户端""","""银牌会员""","""江苏"""
2017/1/8 18:47,"""空调外观很漂亮，冷热试了都很好，如果大家买3台以上，高空作业费封顶300的，这个可以提醒大家一下，不然师傅会按台收。",5,TRUE,"""j***0""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/4/4 17:49,5,"""来自京东Android客户端""","""钻石会员""","""广东"""
2017/4/9 10:26,"""双十一买的，可能买的顾客多所以等了差不多10天吧！是京东商城历来最慢的一次送货了！不过还好啦！安装及时，外型不错，制冷制热都不错！比较满意！京东买电器还是比较放心的！",18,TRUE,"""j***p""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/11/11 7:57,5,"""来自京东iPhone客户端""","""钻石会员""","""广东"""
2016/11/29 22:29,"""周六预约滴安装，师傅约滴10点，最后11到滴，一直说抱歉，上一家本来说两台，现场结果三台。两个小伙子干活很麻利，北门阳台很危险打架子才过去，三台空调卡卡卡装好，安装时候会和你协商如何与隔壁共用空调位。用了三幅支架 120元，一米铜管90。按标准收费，赞！",6,TRUE,"""h***t""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/1/10 10:05,5,"""来自京东iPhone客户端""","""钻石会员""","""上海"""
